id,title,summary
11,基于Faster R-CNN的公路路面病害检测算法的研究,"随着我国公路网的快速发展,公路安全问题得到越来越广泛的关注,为了保障人民生命安全、减少国家财产损失,公路基础设施需要得到有效养护,出现故障需要及时得到处理。由于天气的影响、车辆的碾压以及公路质量本身存在问题,公路基础设施故障发生率久高不下,为了更好更快地对公路基础设施故障进行处理,需要工作人员及时发现故障,而人工检测方式往往不能及时发现故障。所以,如何准确快速地对公路基础设施故障进行检测成了热点研究问题,公路路面病害检测是公路基础设施故障检测的热点研究问题之一。公路路面病害自动检测是一项具有挑战性的工作,基于数字图像处理方法的公路路面病害检测具有较好的检测效果,目前应用较为广泛。但是,传统的公路路面病害检测算法在图像深层次特征提取方面表现欠佳,难以达到预期检测效果,机器学习与深度学习的发展使公路路面病害检测效果得到了较大提升。针对以往检测算法检测效率低、定位精度差的问题,本文分析了公路路面病害类型与图像特点,提出了一种基于深度学习的检测算法。本文主要研究工作如下:首先,分析了公路路面病害检测领域国内外研究现状与目标检测领域研究现状,比较了国内外公路路面病害检测算法与目标检测算法,并对传统目标检测算法与基于深度学习的目标检测算法做了深入研究。在此基础上,提出了一种基于Faster R-CNN(Faster Region-Based Convolutional Neural Networks)的公路路面病害检测算法。其次,对Faster R-CNN的结构与工作原理进行研究。针对原Faster R-CNN结构中的非极大值抑制(Non Maximum Suppression,NMS)算法造成的同一幅图像中病害间相互抑制的问题,提出应用NMS的改进算法Soft-NMS对NMS算法进行替代,从而减少了检测框的冗余度与病害的漏检率,提升了检测精度。最后,为了进一步提升Faster R-CNN在公路路面病害检测上的性能,本文应用了数据增广方法与迁移学习方法。数据增广方法即通过几何变换增加了公路路面病害图像的数量与特征多样性。迁移学习方法即利用ImageNet数据集对Faster R-CNN进行预训练,并在预训练模型的基础上用制作的公路路面病害数据集对参数进行优化,最终用于公路路面病害检测中。这两种方法提升了算法模型的鲁棒性、减少了过拟合,从而提升了检测精度。"
12,无人驾驶智能伦理决策研究,"为了提高道路交通的安全性和通行效率,无人驾驶已成为未来道路交通发展的必然趋势。无人驾驶汽车将代替驾驶员实现驾驶决策、车辆控制并保证安全行驶等智能驾驶操作。为了使无人驾驶能够安全落地使用,必须能够保证无人驾驶汽车能够做出安全的驾驶决策并且符合人类伦理道德,尤其在处于决策两难困境下。因此,针对无人驾驶伦理困境问题,展开智能伦理决策研究具有重要的研究价值和现实意义。本文研究的内容得到了江西省杰出青年基金、江西省重点研发项目等相关科研项目的支持,以无人驾驶汽车为研究对象,以实现无人驾驶智能伦理决策为研究目标。在回顾与总结国内外研究现状的基础上,分别从无人驾驶决策分析和伦理决策问题建模等方面进行了比较系统和深入的分析研究,并在此基础上设计无人驾驶伦理决策GUI。其主要研究内容和结论如下:(1)以“电车困境”为伦理困境原型,分别对各种电车难题版本场景和目前无人驾驶伦理困境场景进行分析,得出了无人驾驶伦理决策困境主要特点;利用四阶段式伦理决策过程理论对无人驾驶伦理决策过程进行深入系统分析,并分别从个体因素、组织因素和决策问题本身对伦理决策过程影响因素进行分析,总结得出道德强度和决策风险度两个决策特征。(2)通过分析道德机器测试数据集特点,提取得到六种决策困境场景特征,并结合道德强度和决策风险度的含义,构建道德强度和决策风险度量化计算公式;本文主要目的为探索无人驾驶伦理决策解决方案,所以仅以属性数量来量化特征值的形式简化计算;根据六种决策困境场景特征对源数据集进行分类,利用两种决策特征量化计算公式对分类的数据集进行特征值的计算,以特征值为坐标作六种场景下的决策特征分布图,并总结决策规律。(3)综合决策特征分布特点和无人驾驶决策性能要求,本文选择模式识别经典方法贝叶斯学习为基本建模方法;根据贝叶斯学习基本原则建立无人驾驶伦理决策理论模型,并分别对六种场景数据通过模型训练得到最小错误率决策模型,进一步利用测试数据集对模型的可行性进行了验证;并为适应实际驾驶决策针对决策判断进行了修改。(4)利用MATLAB/GUI工具根据所需功能设计了无人驾驶伦理决策GUI决策界面和参数界面,并通过编写控制函数嵌入了伦理决策模型,构建了无人驾驶伦理决策GUI;通过抽样数据构建伦理决策场景的形式对GUI的真实性进行了验证。"
13,基于Spark框架的并行林业文本分类算法的研究与实现,"近年来,“互联网+”技术与林业领域逐渐融合,林业文本经历小型数据、数据扩展以及数据爆发三个阶段,表现出量级大、难以整合的特性。完成海量林业文本的高效分类,能为以林业文本为主体的相关研究包括林业知识图谱的构建、林业信息的主题推荐算法研究、林业信息的舆情分析等提供科学的技术支持与理论依据。然而,通过相关文献的调研可知,林业文本分类的相关研究进程与当前的林业文本领域需求是不相符的,其不足主要表现在两个方面:1)现存分类体系中的分类标签设定不科学、分类算法多基于小批量数据训练,导致分类模型的实际应用能力差;2)分类算法多基于单机环境实现,未考虑算法并行性,导致算法执行效率低,缺乏应对实际的大规模数据分类场景的能力。因此,通过采集更加丰富的林业语料,基于Spark大数据计算平台设计并行林业文本分类算法,以数据和任务的并行化来提高分类的执行效率具有现实性和紧迫性。本文拟将大数据分析技术与林业文本分析相结合,研究以往的林业文本分类标签并进行改进,结合互联网中的林业文本特性,增加分类粒度;并基于Spark计算框架实现XGBoost并行化算法,采用并行化的三种机器学习算法(逻辑回归、支持向量机以及决策树)进行对比实验,分别使用TF-IDF与Word2vec进行特征权重计算,从而进行8种算法组合实验,最后得出一套实用性较强的海量林业文本分类系统。实验结果表明:1)XGBoost与TF-IDF的组合方式的分类性能显著优于其他七种并行分类的组合算法;2)各算法在TF-IDF算法下的执行效率与精准度多优于Word2vec情形,说明目前在互联网中的涉林信息文本通过TF-IDF算法得到的词向量中包含的特征更能代表林业文本的特点;3)该XGBoost算法基于Spark的执行性能优于单机版本,更能有效应对海量林业文本的实时、准确分类。"
14,基于深度学习的植物知识图谱的构建,"随着信息技术的快速发展,特别是人工智能技术的广泛应用,如何处理网络中海量的数据,向用户提供易理解的知识成为研究的热点。知识图谱对实现数据到知识的转化有重要作用,其目的是对真实世界中存在的实体、概念及其关联关系进行描述。在林业领域,知识图谱可在语义检索、数据挖掘、预测分析、智能问答和决策支持等应用场景下发挥重要作用。本文在植物信息领域,研究基于多种数据源构建植物知识图谱的方法,在知识图谱的构建、命名实体识别和基于知识图谱的语义检索等方面展开工作。分析了领域知识图谱的构建过程,并阐述了涉及的关键技术。总结了中国植物志文本的特点,研究如何在其上进行属性命名实体的识别,提出了基于深度神经网络的命名实体识别方法。研究了植物信息相关的数据源,充分利用行业网站和百科网站的信息。利用不同数据源的信息构建植物知识图谱,将其应用于语义检索问题,结合可视化技术构建了基于植物知识图谱的语义检索系统。植物知识图谱作为林业领域知识图谱构建的尝试,可为用户提供智能、直观的语义检索。未来可在此基础上进一步融合其他林业知识,作为智慧林业发展的知识支撑,服务于林业领域的语义检索、知识推理和决策支持等应用。"
15,基于自适应神经模糊推理系统的二氧化碳通量模拟研究,"本文采用自适应神经模糊推理系统(Adaptive neuro-fuzzy inference system,ANFIS)进行碳通量模拟,以期获得较准确模拟,为碳通量研究提供一定的研究方法。基于八达岭站点2015至2017年数据,使用均基于集成学习的随机森林(Random forest,RF)、梯度提升决策树(Gradient boosting decision tree,GBDT)进行特征选择。基于特征选择结果,使用RF、GBDT、均基于不同内部函数的反向传递神经网络(Back propagation neural network,BPNN)、支持向量机(Support vector machine,SVM)、ANFIS进行碳通量模拟。使用决定系数(Coeffcient of determination,R2)、一致性指数(Index of agreement,IA)等指标进行模型评估,选出各个方法的最优模型并对比性能,分析ANFIS模拟可行性和不同内部函数的性能。综合RF和GDBT特征选择结果,全部因子作为输入,RF与GDBT的训练集与测试集R2均在0.79和0.77左右,选择出的5个重要因子分别为光合有效辐射、2号位置10cm 土壤温度平均值、2m处相对湿度平均值、2m处空气温度平均值、4号位置土壤含水量平均值。综合碳通量模拟结果,在ANFIS的内部隶属函数中,高斯函数优于广义S形函数,基于2个高斯函数的ANFIS与基于3个高斯函数的ANFIS性能相当。最优模型为基于2个高斯函数的ANFIS,其训练集与测试集R2为0.768和0.756,IA为0.928和0.922。在集成学习中,RF优于GDBT,其性能与ANFIS最优模型相当。在SVM的内部核函数中,高斯函数优于多项式函数和标准S形sigmoid函数。最优模型为基于高斯函数的SVM,其训练集与测试集R2为0.687和0.680,IA为0.903和0.900。在BPNN的内部激活函数中,tanh函数优于标准S形sigmoid函数。最优模型为基于tanh函数的BPNN,其性能与SVM最优模型相当。四个方法的最优模型在八达岭碳通量上的模拟结果表明,(1)ANFIS与RF性能相当且优于BPNN和SVM,ANFIS没有复杂的调参过程,在碳通量模拟领域具有一定的可行性。(2)综合BPNN、ANFIS、SVM的内部函数模拟结果,高斯函数优于S形函数,tanh函数优于标准S形sigmoid函数,广义S形函数优于标准S形sigmoid函数。(3)ANFIS性能与内部隶属函数个数不是正相关关系。(4)对比基于5个因子输入与全部因子输入的RF和GDBT模拟结果,5个因子贡献率约98%,验证了特征选择的正确性。"
16,桉树立地质量评价与适宜性研究,"立地条件对林木的生长具有重要影响,开展立地质量评价和树种适宜性研究是造林决策、适地适树等方面的研究热点。本文以广西壮族自治区桉树(Eucalyptus)人工林为研究对象,以一类连续清查固定样地数据、森林资源二类调查数据为基础数据,采用差分方程法构建了桉树立地质量评价模型,利用机器学习方法开展了树种适宜性研究。最后,运用模型解析和软件开发技术,实现了基于GIS的立地质量评价专家系统的构建。主要研究内容和结果如下:(1)针对桉树人工林展开有林地立地质量评价研究,构建了桉树立地质量评价模型。采用差分方程法,以6种理论方程为原型,导出10种差分形式的方程作为有林地立地质量评价模型的表达式。运用非线性回归技术,对10种有林地立地质量评价模型进行参数拟合。使用检验数据分别对10种模型进行精度验证,结果表明,与其余的9个模型进行对比,以Richards方程为原型的桉树立地质量评价模型具有较好的预测效果。将桉树基准年龄带入桉树立地质量评价模型,用来评价桉树有林地的立地质量。使用该模型对桉树有林地进行立地质量评价具有较强的实际意义。(2)研究机器学习分类算法在桉树适宜性分析中的应用,探索桉树的适宜性与立地因子之间的关系。分别运用朴素贝叶斯、支持向量机、随机森林共3种机器学习分类算法作为树种适宜性评价的方法,构建了 3种桉树适宜性评价模型。使用上述3种算法进行模型构建时,模型的输入均为地貌类型、海拔、坡向、坡位、坡度、枯枝落叶层厚度、腐殖质层厚度、土层厚度、石砾含量、成土母质,土壤类型共11个立地因子,输出均为适宜种植桉树或不适宜种植桉树。使用检验数据对模型的泛化能力进行对比,结果表明,与朴素贝叶斯、支持向量机算法相比,随机森林算法具有更好的分类效果。在研究区域内,海拔在200～350m之间,土层厚度在80～100cm之间的地区比较适宜桉树生长。机器学习分类算法可较好地评价立地是否适宜桉树的生长,能够运用到树种的适宜性研究中,为科学造林提供支持。(3)在上述研究的基础上,设计了基于GIS的立地质量评价专家系统的工作流程、系统功能结构、系统架构、系统数据库。研究并设计了系统实现的关键算法。将上述技术和方法进行集成,实现了有林地立地质量评价、树种适宜性评价等多种立地质量评价功能,研建了基于GIS的立地质量评价专家系统,并给出了系统的运行实例。"
17,基于极限学习机的潜热通量插补研究和应用,"潜热通量是地球表面能量预算的重要组成部分,也是水文循环中重要的一环。完整的潜热通量数据是估算作物生长模型和水文模型的重要参数,对于精准计算农作物需水量,农业用水调控和区域水资源管理有重要意义。但由于天气及其它原因,检测潜热通量数据的涡度相关仪会受到不同程度的损坏,造成数据的缺失,难以提供完整的潜热通量数据。因此,潜热通量缺失数据的补全就成了亟需解决的问题。传统的潜热通量插补模型需要大量的气象数据,计算过程也比较复杂。在气象资料缺乏的情况下难以精准计算。本文旨在研究当气象资料缺乏情况下采用机器学习方法对潜热通量缺失数据进行插补。本文的主要研究内容包括:(1)使用机器学习的方法对潜热通量影响因子进行特征分析和选取,并从生态学角度对结果进行分析论证。(2)基于选取的影响因子,分别使用极限学习机,误差反向传播神经网络,支持向量回归和XGBoost(eXtreme Gradient Boosting)等机器学习方法对缺失的数据进行插补,实验结果表明,XGBoost与极限学习机效果最佳,R2分别达到了 0.8672与0.8504,但极限学习机在参数调整上更加简便,因此选取极限学习机作为进一步研究的方法。(3)极限学习机初始参数随机导致结果不稳定,而且隐藏层节点过多时会出现过拟合情况,为了提高极限学习机的泛化性能引入核极限学习机,在使用遗传算法进行参数调优后核极限学习机的R2达到了 0.8545,同时在此基础上,根据潜热通量的特性进行分时段实验,结果显示最佳R2可达0.8836,是一种更合适的潜热通量插值补全策略。"
18,神经网络模型在碳通量数据模拟的研究与应用,"在陆地生态系统中,数据缺失是采用涡度相关技术监测通量数据时面临的普遍问题,如何准确地模拟陆地与大气间CO2通量数据交换量是当前全球气候变化研究的主要问题之一。使用机器学习技术持续探索通量数据模拟模型,更加精准地模拟结果,是提升数据集质量的前提和后续数据分析的基础。针对该问题,本文以北京奥林匹克城市森林公园的通量数据为研究对象,利用集成学习与神经网络技术对CO2通量进行分析与模拟,深入探究CO2通量的数据特征。论文主要研究成果可以概括为以下几个方面:(1)探究CO2通量数据的领域特征。本文采用XGBoost模型和基于梯度下降算法的神经网络模型对CO2通量数据的领域特征进行分析。结果表明,XGBoost模型能够对影响因子进行排序,基于梯度下降的人工神经网络可以有效地对环境因子进行特征响应分析。(2)探究CO2通量数据的时序性特征。分析CO2通量数据在不同尺度下(包括年尺度、季节性尺度、月平均日尺度)的变化情况及趋势并且计算自相关系数的平均值。结果表明,前3个时刻对于目标时刻的影响较为显著。(3)设计了基于特征融合的神经网络模型(ANN-LSTM),并与单特征模型模拟结果进行比较,包括反向传播神经网络,Moffat改进神经网络,基于单因子以及多因子的长短时记忆神经网络(Long short-term memory neural network,LSTM)。实验结果表明,本文所提出的ANN-LSTM集成模型在训练集上决定系数、均方根误差、平均绝对误差和一致性指数分别为0.792,3.012 μmol/(m2·s)、2.000 μmol(m2·s)和0.934,在测试集上决定系数为0.811,均方根误差为3.081 μmol/(m2·S),平均绝对误差为2.057μmol/(m2·s),一致性指数为0.937,相比于其他的模型,本方法的模拟精度最高。"
19,基于多源遥感与机器学习的密云水库水质参数反演研究,"近年来,我国在水污染防治方面取得了一定的成就,但依然不能避免一些河流湖泊的水质不断下降的情况,工业化程度越高的区域所面临的水污染问题越严重。密云水库是北京重要的地表水源地,在保护首都水源安全方面发挥着重要作用。然而,水库的水质近年来受到了来自上游水土流失和周边地区农业与人类活动所带来的一定程度的污染,密云水库水源地急需进一步的保护与治理,如何监测把握水质污染程度,有的放矢是保护与治理的关键。所以,密云水库水质参数的精确监测技术迫在眉睫。因此,本研究旨在将无人机遥感、卫星遥感与机器学习结合起来,构建较为精确的多源化密云水库水质参数反演模型,来有效地服务于水库水源地的水质监测与保护,为密云水库水源地的密云水库水源地保护和监管提供支撑。本研究采用高光谱无人机遥感、高光谱卫星遥感和支持向量机(SVM)、神经网络(NN)、弹性网络(Elastic Net)、贝叶斯脊回归(Bayesian Ridge Regression)、套索算法(Lasso)、(线性回归)Linear Regression、决策树回归(Decision Tree Regressor)、K 近邻回归(KNeighbors Regressor)、、随机森林(Random Forest Regressor)、极端随机树(ExtraTrees Regressor)、梯度提升算法(Gradient Boosting Regressor)、AdaBoost算法(AdaBoost Regressor)共十二种机器学习算法构建水质参数反演模型,反演总氮、总磷、氨氮、COD四个影响密云水库水污染的主要水质参数,分析密云水库水质参数在时空尺度上的变化以及密云水库水源地监管措施的实施对水库水质的影响。研究表明:(1)极端随机树(ETR)算法最适合基于无人机高分辨率高光谱数据的总氮、总磷、COD反演模型,决定系数r2高于99%,梯度提升算法(GBR)最适合氨氮的反演,决定系数r2高于99%;极端随机树(ETR)最适于基于Landsat8的总氮、总磷、COD反演模型。(2)经过RFE降维后,线性回归算法(LR)产生了大量失真,而决策树回归(DTR)、极端随机树(ETR)、梯度提升(GBR)算法均能继续保持模型效果,决定系数r2高于99%。(3)反演精度验证结果显示,无人机遥感数据下的总氮、总磷、氨氮、COD的反演值与实际值的相对误差分别为0.02318、0.00039、0.003427、0.45514;Landsat8卫星遥感数据下各相对误差分别为0.2045、0.002683、0.017588、1.44225,均备辨识水质分级的能力。(4)反演结果表明,后八家庄村村水域总氮浓度最高,不老屯村水域的总磷在栅格尺度上的相对波动较大,白河大坝的水质参数普遍高于潮河大坝;总氮、总磷、氨氮在汛期和冬耕播种、返青等时间节点上出现浓度波动。(5)依照《地表水环境质量标准GB3838-2002》分类反演结果水质,表明密云水库总体质量较好,常年处于Ⅱ类水,但总磷浓度略高。"
20,校园网安全情报管理系统,"随着网络普及率地不断提升,网络安全问题已经悄无声息地渗透至人们的生活中。校园网作为师生们学习、生活的一部分,其安全问题已然成为重中之重。如何建立网络安全情报库,并根据自身网络情况实现情报获取来为校园网安全保驾护航,成为了人们日益关心的问题之一。根据此项问题,设计并实现一个为校园网提供威胁信息、事故信息的信息化、智能化安全情报管理系统将对校园网安全提供很大程度的保障。该系统不仅实现了为恶意IP、恶意URL、攻击事件、服务器日志检测记录、敏感词检测记录等威胁情报建立情报库,还定时对校园网官方网页进行敏感词检测,对服务器访问日志中的恶意URL访问请求进行定时筛查,以实现对日志检测记录情报和敏感词检测记录情报的及时获取和更新。校园网管理员不仅可以将已有的网络安全情报进行规范化、信息化管理,还可以即时地获取到针对自身网络所产生的预警情报。本系统基于B/S结构,运用Java Web开发技术、PostgreSQL数据库、Tomcat服务器对系统整体框架进行开发。通过爬虫技术、机器学习、Logstash日志收集框架、Redis缓存数据库等技术实现日志检测记录和敏感词检测记录的定时获取,最终实现情报库的建立。系统能够将不同类型的安全情报进行信息化管理,并高效、及时地获取入侵信息以做出快速应对,对校园网的安全管理具有重大意义。"
