id,title,key
1046,基于机器学习的金融产品推荐算法研究,用户 推荐 进行 模型 特征 方法 物品 社交 举足轻重 行业
1047,基于语义分割的单木三维重建与参数提取,枝干 提取 方法 参数 分割 树木 研究 用于 analysis 尺度
1048,基于机器学习的教学评价模型的研究与实现,评价 教学 数据 算法 方法 学习 模型 分类 过程 属性
1049,融合词汇语义的深度学习电子病历诊断模型研究,模型 emr 知识 向量 lsv cnn 深度 问题 词汇 进行
1050,基于深度学习模型的表面肌电信号手势动作识别算法研究,semg 信号 具有 模型 进行 算法 实验 深度 识别 电信号
1051,基于深度学习的跨语言文本情感分类技术研究,语言 特征 情感 双语 方法 分类 语料 文本 跨 网络
1052,基于对抗训练的文本情感分析研究,情感 文本 对抗 鲁棒性 训练 系统 分类 结合 注意力 网络
1053,带置信度的多标记图像模型研究与应用,标记 cnn 模型 图像 分类 提出 置信 预测 胸片 mlicp
1054,巴州区降雨型滑坡预警研究,滑坡 巴州区 模型 降雨 研究 预警 地质灾害 发生 气象 进行
1055,电容型设备缺陷预测模型研究,数据 模型 算法 缺陷 设备 分类 研究 预测 特征 精度
1056,基于机器学习的MIMO系统收发机设计理论与方法,算法 信道 学习 mimo 系统 方法 性能 检测 无线通信 字典
1057,基于机器学习的布匹疵点检测算法研究,布匹 疵点 检测 实现 算法 会 分类 利用 衣物 企业
1058,基于数据分析与集成学习的4D航迹预测,航迹 模型 预测 error 聚类 使用 预处理 数据 学习 区
1059,单件小批量注塑模具高精加工过程刀具磨损预测,模具 刀具 加工 方法 过程 分析 模型 预测 精度 磨损
1060,基于机器学习算法的企业用电预测模型研究,数据 预测 企业 模型 算法 电力 检测 学习 结合 用电
1061,基于组分特征的tracrRNA识别和预测,tracrrna 分类器 训练 特征 rna 方法 酶 切割 特征选择 使用
1062,基于深度卷积循环神经网络的刀具状态监测技术研究,刀具 特征 利用 模型 铣削 加工 状态 进行 精度 磨损
1063,鱼种回波信号特征提取及分类方法研究,方法 鱼种 回波 评估 分类 进行 性能 特征 分析 卷积
1064,Object Detection and Recognition Techniques for Indoor Scene Using Deep ConvNets,accuracy techniques time proposed detection learning indoor data object real
1065,基于深度神经网络集成和信息论学习的时间序列预测,数据 模型 研究 深度 时间 学习 预测 神经网络 改进 集成
1066,基于机器学习构建数字化诊脉系统的应用研究,脉象 妊娠 中医 特征 传统 模型 研究 体系 方面 方法
1067,深度学习算法的FPGA硬件加速研究与实现,fpga 研究 上 模型 深度 进行 计算 算法 学习 cnn
1068,基于机器学习算法的光伏电站故障诊断研究,电站 光伏 遮挡 算法 数据 故障 验证 运行 进行 方法
1069,大规模物联网设备的识别与定位,信息 设备 论文 定位 物 识别 算法 网络空间 地标 地理位置
1070,边缘计算下无线通信接入认证技术研究,认证 接入 物理层 算法 节点 进行 模型 技术 适应 信道
1071,基于局部特征的人体重识别技术研究,模型 特征 方法 网络 进行 上 识别 行人 学习 序列
1072,面向SDN网络的DoS攻击检测与防御方法的研究,攻击 dos sdn 方法 流表 进行 特征 网络 ddos 检测
1073,基于机器学习的地质统计学随机建模方法研究,地质 方法 插值 点 进行 聚类 考虑 建模 计算 属于
1074,数据挖掘支撑下的城市功能区识别研究,数据 城市用地 模型 城市 出行 分析 进行 土地 技术 理解
1075,FPSO软刚臂单点系泊系统智能损伤识别研究,结构 进行 方法 损伤 识别 参数 利用 特征 软刚臂 单点系泊
1076,非均衡数据处理算法的研究与应用,数据 算法 分类 方法 技术 学习 不 研究 抽样 使
1077,支持汽车配件销售预测的方法研究与实现,汽车配件 企业 预测 配件 数据 协同 抽取 问题 特征 汽车
1078,基于中医症状的方药功用预测分析研究,中医 疾病 数据 算法 症状 功用 辩证 方剂 研究 医生
1079,面向微博文本的命名实体识别方法研究,实体 文本 提出 方法 进行 识别 词 模型 规范化 向量
1080,基于机器学习方法的彩票终端机异常检测,彩票 检测 社会 终端机 方法 机构 模型 数据 发行 销售点
1081,基于NLOS误差识别与消除的TOA无线定位算法研究,nlos 进行 算法 定位精度 研究 信号 分析 误差 应用 识别
1082,面向脑网络的特征选择方法研究及应用,网络 脑 方法 信息 特征选择 学习 阈值 构建 图核 数据
1083,基于隐式随机梯度下降法的研究,方法 参数 法 会 优化 问题 统计 学习 研究 进行
1084,多模数据驱动的胃癌筛查智能辅助决策方法研究,胃癌 方法 胃镜 筛查 语义 数据 问题 算法 敏感性 endo
1085,LHC/ALICE实验中奇异开粲强子信号的研究,中 强子 物质 研究 信号 碰撞 特性 ds 相互作用 粒子
1086,基于深度学习的超材料电磁仿真技术研究,超 进行 特性 电磁 材料 学习 构建 结构 研究 神经网络
1087,基于集成学习模型下的蛋白质交互作用预测方法研究,方法 相互作用 蛋白质 中 配体 数据 模型 预测 度量 过程
1088,基于fMRI动态功能网络的智商个体差异研究,特征 智商 研究 动态 预测 功能 开展 连接 分析 算法
1089,有机化合物对水生生物毒性的预测方法研究,模型 预测 水生 数据 结构 生物 建立 研究 急性毒性 有机
1090,基于矩阵分解算法的改进及在长非编RNA调控预测中的应用研究,预测 模型 生物 rna 相似性 长非 关系 用户 信息 正则
1091,生物关联预测算法的系统分析和应用研究,算法 关联 生物 预测 研究 数据 当前 领域 应用 疾病
1092,地学空间数据三维可视化关键算法研究及软件研发,地学 模型 空间 可视化 研究 空间数据 算法 设计 分析 特点
1093,基于随机森林的湟水流域土地利用/土地覆被变化检测,面积 土地利用 精度 分类 研究 数据 影像 湟水 流域 分区
1094,云环境基于属性约简与贝叶斯的气象数据分析,气象 数据 方法 分析 传统 大 运算 设计 算法 实验
1095,基于机器学习的全天空极光图像分类与割方法研究,极光 分割 图像 分类 研究 网络 模型 进行 空间 学习
1096,基于化学芯片技术的混合氨基酸ML识别的实验研究,氨基酸 进行 研究 反应 技术 芯片 化学 分析 混合 关系
1097,锂离子电池极板冲裁毛刺的成形机理及对电池失效行为影响的研究,电池 冲裁 影响 模型 极板 使用 进行 毛刺 流体 研究
1098,基于支持向量机与模糊贝叶斯方法的煤矿事故致因研究,煤矿 致 事故 进行 模型 算法 分析 应用 生产 方法
1099,基于深度迁移学习的数控系统领域技术术语识别,技术 术语 领域 专利 识别 数控系统 化 文档 迁移 文献
1100,基于半监督机器学习的数控机床领域关键技术识别研究,识别 领域 知识 专家 数控机床 提出 融合 战略 关键技术 进行
1101,基于残差卷积网和支持向量机的机器人铣削颤振辨识研究,机器人 颤振 振动 辨识 算法 铣削 模型 软件 进行 建立
1102,基于智能床垫的睡眠检测系统,睡眠 数据 人体 动作 进行 检测 信号 呼吸 算法 重构
1103,基于深度学习的烤烟分选算法研究,烟叶 数据 学习 特征 训练 方法 分选 样本 分级 优化
1104,一种相似青梅品级半监督智能认知方法研究,认知 样本 水果 相似 分拣 获取 空间 特征 神经网络 学习
1105,基于视频的复杂场景火灾检测技术研究,火灾 视频 技术 进行 检测 目标 算法 火焰 识别 研究
1106,基于数据挖掘的典型车辆排放因子预测研究,机动车 交通 模型 预测 排放 进行 效果 提供 因子 给出
1107,水相铜、镍、汞联合毒性HTE的检测技术研究,检测 溶液 毒性 进行 研究 芯片 联合 混合 生物化学 污染
1108,基于生成对抗网络的遥感图像场景分类研究,分类 gan 方法 学习 生成 特征提取 数据 提高 特征 图像
1109,基于IASE的铸件打磨粉尘治理装置设计,装置 分析 创新 求解 进行 工具 使用 iase 问题 粉尘
1110,基于退化模型复原与卷积神经网络的光学元器件损伤在线检测技术研究,进行 技术 检测 方法 图像 损伤 分类器 复原 图像处理 光学
1111,民航旅客个体出行价值预测应用研究,旅客 价值 模型 预测 方式 tmvp 市场 消费 能够 衡量
1112,面向飞行器自主着舰问题的行动者-评论家算法模型研究与实现,舰 算法 环境 模型 研究 学习 强化 行动者 应用 问题
1113,基于协同学和迁移学习的无人机避障系统的设计与实现,无人机 检测 学习 目标 神经网络 使 实现 进行 避障 模型
1114,机器人加工轨迹高精度控制研究,机器人 轮廓 控制 模型 进行 加工 控制器 关节 误差 设计
1115,基于机器学习的高速铁路无线信道多径分量聚簇研究,簇 高铁 进行 算法 无线 系统 数据 聚 完成 高速铁路
1116,基于集成学习的列车能耗预测方法研究及系统设计,能耗 数据 列车 货运 预测 学习 理论 集成 提供 实现
1117,基于改进型卷积神经网络的动车组滚动轴承故障诊断方法研究,动车组 故障 模型 数据 智能 诊断模型 轴承 cnn 使用 研究
1118,基于机器学习的高铁开行方案编制方法研究,高铁 算法 方法 方案 数据 编制 模型 学习 问题 研究
1119,关于公路货运详情页的推荐模型研究与应用,模型 货物 推荐 研究 信息 物流 算法 生活 auc 召回
1120,基于重点营运车辆数据的高速公路交通状态识别与行程速度预测,数据 预测 算法 车辆 行程 验证 优化 进行 高速公路 实现
1121,基于阿里云大数据平台的交通运输综合行政执法案件的智能分析和研究,模型 行政 违法 交通运输 特征 分类 预测 案件 平台 建立
1122,基于机器学习方法的打车需求量预测研究,预测 进行 打车 模型 乘客 系统 提升 需求量 研究 特征
1123,基于机器学习混凝土路面裂缝检测算法研究,裂缝 学习 算法 进行 识别 检测 传统 算子 样本 使用
1124,基于嵌入式的智能车载终端研究与实现,导航 问题 定位 导航仪 卫星 算法 研究 车载 交互 小
1125,基于视觉的驾驶员情绪识别研究,驾驶员 模型 情绪 表情 状态 识别 方法 研究 实验 驾驶
1126,纯电动汽车和燃油汽车的社会生命周期评价,社会 产品 评价 汽车 数据 企业 持续 发展 纯 互联网
1127,基于社区问答文本的汽车知识问答系统研究,汽车 系统 问答 研究 用户 企业 文本 答案 算法 进行
1128,机器学习在智能家居监控系统中的应用,图像 进行 特征 摔倒 家庭 算法 运动 监控 检测 分析
1129,建筑物爆破拆除塌落振动效应初探,进行 爆破 合理 拆除 振动 分析 塌落 能量 利用 得到
1130,基于频率和光纤光栅识别纤维增强复合材料梁的分层损伤,识别 损伤 frp 分层 进行 算法 参数 案例 验证 层合梁
1131,基于长短期记忆网络的制冷剂剩余量的预测研究,模型 预测 数据 制冷剂 lstm 维护 进行 使用 空调 稳态
1132,基于机器学习的办公建筑暖通空调系统能耗预测及优化调度,能耗 进行 能源 优化 数据 建筑 利用 算法 预测 空调
1133,电力巡检中的小样本机器学习方法研究,算法 小 方法 训练 巡检 样本 差异 网络 分类 模型
1134,同步型分布式电源的被动式孤岛检测方法研究,检测 模型 孤岛 分布式 方法 迁移 得到 分析 能源 进行
1135,电能计量装置故障诊断与状态评估建模研究,故障 评估 进行 电能 校验 装置 状态 监测 公司 运行
1136,基于深度学习的中文电子病历实体及其修饰识别技术研究,医疗 病历 实体 信息 进行 电子 识别 使用 文本 cnn
1137,基于sentence2vec的疾病提前诊断和风险预测,进行 患者 数据 ehr 医疗 医疗保健 记录 疾病 方法 预测
1138,MSM人群PrEP服药依从性的预测模型研究,依从性 研究 模型 因素 预测 进行 hiv msm 提高 性伴
1139,护理领域命名实体抽取方案研究,护理 老人 进行 实体 抽取 文献 命名 使用 模型 特征
1140,基于MRI影像组学分析对乳腺癌新辅助化疗病理缓解早期术前预测,rl 病理 乳腺癌 特征 预测 mri 模型 灰度 验证 roc
1141,阿尔茨海默病与遗忘型轻度认知障碍患者磁共振脑功能及影像组学研究,海马 fc 特征 患者 影像 mci 功能 模型 中 方法
1142,影像组学在鼻咽癌靶区勾画部分问题中的初步应用研究,鼻咽癌 肿瘤 影像 研究 分析 淋巴结 特征 数据 鉴别 方法
1143,磁共振3D纹理分析应用于胶质母细胞瘤和原发性中枢淋巴瘤的术前鉴别诊断,纹理 分析 参数 图像 方法 患者 曲线 诊断 肿瘤 形态
1144,基于图像处理的糖尿病视网膜病变辅助诊断研究,诊断 病变 算法 糖尿病 方法 分割 视力 图像 提取 dr
1145,基于机器学习的鼻咽癌放射治疗自动计划,计划 病例 nn 鼻咽癌 自动 左右侧 手工 gtv 研究 ovh
1146,集成学习算法在细胞毒性预测方面的研究与实现,预测 毒性 模块 数据 方法 算法 集成 细胞 造成 系统
1147,基于多维度特征与随机森林的对外汉语文本可读性评估,可读性 特征 学习 文本 研究 对外汉语 阅读 特征选择 训练 实验
1148,基于第二十一届成都国际汽车展览会的数据挖掘,汽车 品牌 进行 车展 产品 名称 提供 汽车品牌 使用 新闻
1149,基于L1正则化Logistic回归模型的P2P网络贷款风险测度应用研究,平台 借贷 风险 贷款 进行 p2p 研究 测度 logistic 数据
1150,在线协作学习（CSCL）平台的研究与实现,平台 学习者 学习 cscl 实现 提升 算法 研究 笔记 设计
1151,网络学习空间在线讨论语义分析工具的实现与应用,研究 分析 工具 数据 应用 学习 教育 语义 网络 教学
1152,基于传统课堂的教师话语情感识别研究,特征 教师 情感 传统 方法 识别 课堂 语料库 提取 实验
1153,基于修辞使用的小学作文自动分类评价方法研究,方法 作文 进行 分类 自动 研究 评价 学习 写 textrank
1154,小学人工智能教育机器人的设计与应用研究,人工智能 教育 小学 发展 教学 机器人 软件 语音 问卷调查 中小学
1155,基于深度学习的学生课堂行为识别,训练 学生 行为 图像 学习 模型 数据 进行 识别 检测
1156,频谱共享网络动态资源管理算法研究,干扰 频谱 基站 算法 进行 无线 数量 用户 主 累积
1157,空天地一体化网络无线资源管理与传输协议优化研究,通信 网络 能效 混合 策略 分配 提出 系统 用户 天线
1158,基于移动蜂窝网络的位置指纹室内定位,定位 算法 数据 距离 distance 影响 进行 wknn 指纹 提高
1159,基于设备指纹的无线设备识别研究,身份 设备 合法 差分 识别 信号 用户 进行 无线网络 利用
1160,面向智慧健身的物联网动作监控系统研究,动作 方面 识别 人们 系统 周期 算法 监测 计算 面向
1161,基于稀疏编码的藏语语音识别研究,神经网络 藏语 语音 信息 输入 编码 识别 识别系统 特征 卷积
1162,基于梯度提升算法的WiFi室内定位研究,定位 中 特征 模型 算法 用户 成为 xgboost 生活 发展
1163,基于生理信号多模态情感识别研究,情感 识别 分析 数据 方法 信号 研究者 实现 用户 判别
1164,结合声速反演的水声传感网络定位误差修正方法研究,定位 声速 估计 方法 剖面 节点 模型 信息 算法 uasn
1165,基于工业物联网的生产状态监测及数据分析系统,生产 模型 监测 预测 进行 数据 xgboost 调控 车间 算法
1166,基于网络游记文本挖掘的赴三亚国内旅游者偏好研究,旅游 旅游者 数据 研究 网络 挖掘 发展 文本 游记 信息
1167,基于机器学习的人脸识别研究,进行 算法 学习 人脸 特征 人脸识别 训练 检测 提高 图像
1168,基于机器学习的评论文本分析,评论 进行 模型 酒店 分类 文本 完成 信息 数据 主题
1169,基于聚类中心选取策略的混合属性聚类技术研究,聚类 算法 数据 研究 对象 模型 技术 提出 进行 混合
1170,基于Attention自动编码机制的图像自动评论方法研究,图像 评论 用户 进行 学习 评价 方法 模型 摄影 自动
1171,基于移动教学APP的学习状态预警系统的研究与实现,学习 学生 教学 教师 课堂 进行 传统 教育 移动 数据
1172,场景自适应人群密度估计算法研究,人群 特征 卷积 尺度 会 进行 网络 提取 密度估计 密度
1173,融合标签迁移的跨领域推荐技术研究,推荐 迁移 用户 学习 领域 知识 目标 评分 算法 标签
1174,基于深度迁移学习的图像分类方法研究,方法 学习 数据 迁移 标签 进行 细粒度 分类 图像 网络
1175,基于神经网络时序建模的连续手语翻译研究,翻译 视频 神经网络 时序 学习 序列 信息 技术 进行 模型
1176,基于过程数据关联性的ICS异常检测方法研究,方法 转折点 数据 过程 变量 确定 控制系统 检测 边界 执行器
1177,基于在线数据的迁移学习分类方法研究,方法 分类 函数 标记 代价 数据 应用领域 信息 算法 模型
1178,基于情感的中文新闻分类与推荐研究,情感 推荐 技术 新闻 方法 分类 模型 获取 做 实验
1179,基于概率依赖关系的命名实体识别方法研究,信息 依存 序列 句法分析 识别 命名 实体 依赖 提出 数据
1180,路径规划中的价值迭代网络对抗性样本生成研究,模型 攻击点 样本 攻击 vin 对抗性 寻路 路径 价值 方法
1181,融合情感分析和用户行为的关键评论提取方法研究,评论 方法 提取 考虑 用户 计算 情感 商品 关键 极性
1182,基于品牌社群划分的个性化商品推荐方法研究,用户 进行 推荐 信息 商品 系统 评分 网络 实验 无法
1183,基于神经网络模型的文本语义通顺度计算研究,进行 文本 模型 句子 通顺 研究 问题 批改 数据 向量
1184,在线学习社区学习者学业成绩预测系统的设计与实现,预测 学习者 学习 数据 进行 社区 学业成绩 准确率 大量 环境
1185,基于CNN和BLSTM特征融合的情感分析研究,情感 数据 评论 研究 模型 特征 blstm cnn 文本 分析
1186,自然语言处理—中文词和短文本向量化的研究,文本 中文 方法 模型 量化 研究 语义 短文 学习 数据
1187,基于弱监督和注意机制神经网络的生物实体关系抽取研究,模型 抽取 信息 进行 生物医学 数据 机制 处理 关系 词
1188,基于文本挖掘的学术文献内容智能识别方法研究,文本 研究 数据 处理 文档 问题 算法 方法 模型 学术
1189,基于文本挖掘与排序学习的内容推荐系统设计与实现,用户 推荐 系统 计算 模型 商品 内容 算法 文本 设计
1190,基于社交网络分析的用户群情感倾向研究,情感 用户 网络 标签 分析 节点 信息 值 进行 得到
1191,基于深度学习的不文明文本过滤方法研究,不 文本 模型 卷积 网络 神经网络 分类 特征 研究 对比
1192,基于GAN的不平衡数据增强算法及其应用研究,分类 图像 学习 算法 方法 数据 实验 样本 进行 集成
1193,结合注意力机制与长短期记忆网络的中文事件抽取方法研究,信息 事件 人们 抽取 方法 任务 研究 中文 元素 分类
1194,基于集成学习的目标感知与应用,感知 方案 学习 集成 网络 性能 模型 溯源 任务 框架
1195,基于生成对抗网络的人脸遮挡图像修复方法研究,图像 修复 进行 人脸 遮挡 中 生成 网络 模型 视觉
1196,基于BiGRU-CapsNet模型的文本分类研究,分类 文本 模型 bigru 网络 进行 信息 capsnet 领域 评论
1197,基于多元方法的游客情感分类挖掘技术研究,旅游 情感 方法 游客 研究 文本 数据 技术 特征 分类
1198,基于N-Gram的SQL注入检测研究,距离 web sql 中 检测 特征向量 序列 语句 gram 进行
1199,基于TF-IDF和BiGRU神经网络的SQL注入攻击检测研究,sql web 进行 用户 bigru 模型 检测 攻击 特征词 权重
1200,稀疏资源条件下的藏汉机器翻译研究,研究 机器翻译 藏汉 神经网络 翻译 方法 自然语言 模型 提升 单语
1201,隐朴素贝叶斯在情感分类中的应用研究,情感 使用 进行 词典 研究 分类 算法 方法 中 文本
1202,基于谱特征分析和卡方检验的特征选择方法研究,特征 特征选择 分类 数据 方法 相关性 进行 谱 检验 实验
1203,基于AdaBoost和ELM的语音情感识别研究,情感 分类 进行 识别 模型 语音 实验 elm 工作 正确率
1204,基于知识图谱的教学资源推荐方法研究,学习者 推荐 知识 资源 学习 进行 信息 实体 数据 算法
1205,神经网络中的隐私保护研究,神经网络 训练 保护 图像 协议 卷积 数据 预测 云 分类
1206,基于应用分类的安卓恶意应用检测模型,检测 应用 安卓 恶意 模型 权限 系统 数据 构成 移动
1207,回归学习问题中的隐私保护方案研究,模型 回归 实现 进行 方案 给出 计算 人们 协议 算法
1208,面向不平衡电商评论文本的改进朴素贝叶斯分类模型研究,模型 分类 样本 进行 文本 不 数据 会 方法 词
1209,基于统计与机器学习的棋盘格角点检测算法研究,棋盘 格角点 方法 响应值 分布 提出 算法 特性 图像 角点
1210,面向群体用户的情感趋势预测方法研究,情感 模型 用户 预测 评论 特征词 算法 群体 进行 表明
1211,面向移动设备的图像分类任务功耗优化研究,模型 分类 移动 图像 任务 图像识别 cnn 边缘 计算 进行
1212,基于情感分析和特征过滤的主题提取方法研究,模型 文本 进行 特征 评论 提取 情感 主题 探索 技术
1213,基于专家知识和深度学习的领域术语网络模型构建,知识 得到 术语 数据 专家 网络 学习 技术 领域 表示
1214,基于语义分析的源码缺陷预测系统,源码 预测 软件 特征 语义 进行 模型 领域 需要 体系
1215,基于改进MTCNN模型的人脸检测与面部关键点定位,人脸 检测 模型 定位 图像 进行 人脸识别 系统 mtcnn 任务
1216,面向互动展示的深度学习检测识别系统设计与实现,目标 数据 识别 物块 系统 设计 测试 控件 集 检测
1217,基于改进注意力机制的短文本情感分析研究,文本 情感 特征 张量 权重 语义 模型 分析 机制 方面
1218,基于分布式优化的移动边缘计算任务调度和设备协同算法研究,计算 问题 设备 算法 移动 进行 边缘 协同 服务器 应用
1219,基于深度学习的Webshell检测技术研究,webshell 对抗 攻击 数据 模型 检测 特征 导致 服务器 研究
1220,隐藏服务内容分类研究,分类 服务 法律 方法 隐藏 研究 类别 实现 算法 数据
1221,面向佯攻的虚实攻击链构造及检测方法的研究与实现,攻击 佯攻 检测 方法 研究 算法 链 构造 目的 阶段
1222,智慧协同网络中基于机器学习的DDoS攻击防御机制设计实现,ddos 防御 检测 防御机制 中 设计 实现 互联网 智慧 研究
1223,基于非平行支持向量机的多分类算法,问题 inhcmc 中 算法 参数 法 支持 数值 解决 分类
1224,基于非平行支持向量机的顺序回归算法,简称 算法 研究 分类 顺序 减少 参数 机 l1 函数
1225,基于支持向量机的PU问题分类算法,分类 svm 问题 机 支持 pu npsvm 方法 大量 进行
1226,个人信贷领域的用户画像建模与逾期识别集成算法研究,用户 算法 逾期 信贷 细分 模型 构建 评价 数据 集成
1227,极限学习机在分类问题中的应用与研究,数据 分类 信息 学习 算法 进行 样本 elm 问题 学习机
1228,面向多标记分类的主动学习算法研究,标记 实例 算法 分类 使用 学习 问题 分离 分类器 选择
1229,针对DQN在路径规划应用中的对抗性样本生成及预测研究,对抗性 寻路 算法 样本 进行 路径 深度 应用 实验 分析
1230,基于信息熵的限制玻尔兹曼机稀疏化方法研究,数据 计算 方法 使用 rbm 工作 条件 信息熵 能够 差异
1231,基于标签依赖关系的多标签分类方法,标签 矩阵 数据 关系 模型 学习 分类 缺失 表示 隐
1232,基于Φ-OTDR分布式光纤传感系统扰动信号的分类算法及实现,识别 扰动 信号 分类 时域 检测 识别方法 数据 进行 方法
1233,基于0-1损失的支持向量机分类器,模型 数据 相应 支持 损失 算法 技术 分类 图像 求解
1234,分类器评价指标MCC、CEN和ACC的比较研究,cen 分类 评价 分类器 中 指标 acc 进行 性能 mcc
1235,集成学习算法在个人信用评估中的应用,算法 进行 模型 评估 信用 客户 分类 信贷 方法 经济
1236,南昌市房价时空分布特征及驱动因素分析,房价 时空 特征 因素 区域 影响 问题 相关 预测 模型
1237,几类财务危机预警模型比较研究,企业 指标 模型 进行 财务 能力 风险 组合 预警 会
1238,在线虚假评论对消费者购买行为影响研究,消费者 评论 研究 影响 商家 购买 行为 识别 意愿 产品
1239,基于领域情感分析的潜在客户识别方法研究,情感 研究 潜在 特征 文本 领域 词典 构建 客户 数据
1240,基于关联分析和判别分析的食品网购订单的研究,关联 情感 评论 人们 数据 食品 进行 分类 菜品 套餐
1241,关于酒店评论情感倾向的统计分析,信息 情感 商品 进行 出 酒店 消费者 数据 分析 带来
1242,基于几种常见模型的P2P网贷借款人信用风险控制对比研究,信用风险 模型 借款人 网贷 信息 指标 发展 平台 投资 评估
1243,基于Spark平台的互联网信贷风控研究,数据 互联网 审核 金融 用户 发展 风 技术 控 贷款
1244,基于随机森林的兴农卡农户用信预测模型及应用研究,农户 模型 业务 农村 预测 信息 银行 提供 兴农 种植
1245,基于迁移学习的工业过程故障诊断方法研究与实现,目标 数据 学习 编码器 方法 源域 对抗 分类器 特征 实验
1246,采用网络表示学习的多源社交媒体事件分类,进行 事件 数据 向量 学习 算法 图 网络 模型 时代
1247,生物医学本体支持的元数据异质性研究与标准化应用,数据 cde 元素 研究 实现 中 模型 支持 语义 数据库
1248,致密气储层测井综合评价方法研究,测井 储层 研究 法 学习 岩心 开展 建立 评价 svm
1249,基于地质语义模型和机器学习的成矿远景区预测,地质 数据 地质矿产 研究 矿产 获取 方法 预测 实现 结合
1250,安宁河冕宁至西昌段滑坡发育特征及危险性评价,滑坡 评价 发育 斜坡 法 危险性 区域 地形 单体 分布
1251,机器学习支持下多源遥感数据的岩性分类研究,数据 信息 模型 分类 方法 光谱 植被 特征 协同 抑制
1252,基于数据驱动的机器学习水体提取算法研究,水体 变化 进行 地表水 会 影像 信息 光谱信息 空间信息 干扰
1253,基于机器学习的SD气田储量和产量预测算法研究,预测 实现 方法 储量 数据 计算机 参数 利用 气田 研究
1254,基于视觉纹理及机器学习的木板识别研究,木板 纹理 识别 进行 方法 图像 家具 神经网络 实际 参数
1255,基于机器学习的高光谱图像恢复算法研究,高 图像 光谱 利用 当前 gan 学习 数据 噪 应用
1256,面向起重机远程监控的NB-IoT系统设计,起重机 进行 监控 设计 联网 系统 采用 技术 使用 实现
1257,基于数据驱动TBM掘进载荷预测与参数分析,参数 模型 载荷 建模 掘进 预测 建立 施工 分析 数据
1258,面向智能家居的ZigBee-WiFi网关研制与应用,进行 网关 设计 智能家居 zigbee linux 系统 搭建 wifi 开发
1259,基于SCADA数据的风机故障诊断算法研究,方法 进行 数据 算法 scada 环境 新能源 故障 说明 风力
1260,非侵入式负荷监测的负荷分解与分类网络拓扑分析研究,进行 数据 使用 设备 分解 电气 出发 网络拓扑 现实 方法
1261,俄罗斯与中国口蹄疫疫情的综合监测与预警,口蹄疫 爆发 模型 俄罗斯 中国 构建 分析 风险 疫情 传播
1262,人工智能神经网络诊断腰椎间盘突出及病理特点的应用研究,进行 cad 诊断 分型 患者 治疗 临床 突出 人工智能 定位
1263,甲状腺微小乳头状癌中央区淋巴结转移的2种预测模型,甲状腺癌 甲状腺 因素 研究 clnm 患者 模型 分析 女性 癌
1264,基于机器学习和Wi-Fi信号的室内商铺定位研究,定位 技术 商场 顾客 互联网 方法 完成 相关 消费 模型
1265,基于随机矩阵和高斯混合模型的频谱感知算法研究,频谱 感知 算法 技术 检测 进行 衰减 模型 性能 方式
1266,基于机器学习的无线网络信号识别技术研究,信号 进行 识别 特征参数 特征提取 方法 特征 无线网络 无线 能够
1267,基于机器学习的3D打印机传动故障诊断研究,故障 模型 数据 建立 传感器 故障诊断 打印机 程度 结合 学习
1268,基于机器学习算法的数据分类应用研究,数据 进行 研究 模型 改进 池化 网络 分类 vgg 学习
1269,考虑并行计算和数据驱动的显式拓扑优化研究,优化 方法 设计 框架 富有 模型 结构 研究 拓扑 相结合
1270,一种基于堆叠模型的钓鱼网站检测方法,方法 钓鱼 模型 数据 识别 网站 假冒 具有 检测 攻击
1271,基于机器学习的人脸表情识别系统,表情 人脸 算法 识别 实现 应用 场景 研究 检测 特征
1272,基于机器学习优化用户音乐喜好个性化推荐的研究,用户 推荐 音乐 进行 算法 预测 信息 数据 模型 方法
1273,基于特征重要度的安卓软件安全性研究,应用程序 检测 权限 用户 进行 android 软件 申请 特点 移动
1274,基于机器学习的程序语义理解,模型 代码 信息 程序 学习 控制流 能够 树 向量 预期
1275,基于机器学习的移动端情绪分析系统的设计与实现,分类器 算法 情绪 进行 用户 移动 识别 分析 学习 需要
1276,基于Elasticsearch的房地产大数据分析系统,数据 房地产 大 功能 社会 配置 影响 安全 房屋 力不从心
1277,基于深度学习的网页分类技术研究,人们 进行 网页 互联网 方法 神经网络 信息检索 分类 学习 显示
1278,基于URL和网页特征的钓鱼检测技术,特征 网站 检测 进行 钓鱼 模型 人们 网址 url 网页
1279,基于XGBoost的还款概率预测模型分析与优化,数据 模型 方法 特征 进行 还款 客户 分析 权重 构建
1280,基于机器学习的物料采购进度监视方法,物料 企业 订单 方法 特征 采购 预测 分析 装配 生产
1281,基于Google Earth Engine的中国北方四大沙地灌木覆盖度估算,模型 数据 植被 研究 平台 沙地 估算 灌木 方法 样本
1282,基于AdaBoost算法多因子选股模型的应用研究,股票 构建 模型 因子 分类器 进行 分类 算法 收益率 结合
1283,基于机器学习的Pan-cancer基因通路以及染色质绝缘子调控元件研究,数据 基因 生物 序列 预测 分类 绝缘子 癌症 算法 表达
1284,基于CNN的显微光学切片断层成像图像去噪方法研究,图像 噪声 成像 方法 研究 鼠脑 数据 模型 信号 神经网络
1285,RNA二级结构预测方法的研究,rna 方法 预测 蛋白质 结构 使用 信息 采用 能够 精度
